"album"|"alt_genre"
"Live Ruination - EP"|"Death Metal"
"Genesis"|"Death Metal"
"Demonocracy"|"Death Metal"
"Gloom - EP"|"Death Metal"
"Ruination (Bonus Track Version)"|"Death Metal"
"Sun Eater"|"Death Metal"
"Doom"|"Death Metal"
"Festival"|"Power Metal"
"Rhythm of Time"|"Metal"
"Sleepy Plessow"|"Technical Thrash Metal"
"At the Expense of Humanity"|"Technical Thrash Metal"
"King of Rome"|"Technical Thrash Metal"
"Ship of Theseus"|"Ambient"
"Impermanence"|"Ambient"
"Ressentiment"|"Ambient"
"Discontinuities"|"Ambient"
"Old Ways"|"Ambient"
"Young Eagle"|"Ambient"
"Isolation"|"Ambient"
"Verstiegenheit"|"Ambient"
"Vast Chains"|"Ambient"
"Senescence"|"Ambient"
"Dominion"|"Melodic Power Metal"
"Epica"|"Melodic Power Metal"
"The Fourth Legacy"|"Melodic Power Metal"
"Silverthorn"|"Melodic Power Metal"
"Siege Perilous"|"Melodic Power Metal"
"One Cold Winter's Night"|"Melodic Power Metal"
"The Shadow Theory"|"Melodic Power Metal"
"Eternity"|"Melodic Power Metal"
"The Black Halo"|"Melodic Power Metal"
"Ghost Opera: The Second Coming"|"Melodic Power Metal"
"Haven (Deluxe Edition)"|"Melodic Power Metal"
"Poetry for the Poisoned"|"Melodic Power Metal"
"Karma"|"Melodic Power Metal"
"The Baring of Shadows - EP"|"Atmospheric Deathcore"
"Excipio - EP"|"Atmospheric Deathcore"
"Progression - EP"|"Atmospheric Deathcore"
"The Almanac"|"Atmospheric Deathcore"
"Peripety"|"Atmospheric Deathcore"
"Dowsing Anemone with Copper Tongue"|"Avant-garde Metal"
"Coffins on Io"|"Avant-garde Metal"
"Hubardo"|"Avant-garde Metal"
"Stained Glass"|"Avant-garde Metal"
"Gamma Knife"|"Avant-garde Metal"
"Plastic House on Base of Sky"|"Avant-garde Metal"
"Blasphemy (Deluxe Edition)"|"Avant-garde Metal"
"Blue Lambency Downward"|"Avant-garde Metal"
"Choirs of the Eye"|"Avant-garde Metal"
"The Right to Rock (25th Anniversary Edition)"|"Hard Rock"
"Dancing With the Past"|"Rock"
"Immortality In Culture"|"Groove Metal"
"Kazakh Khanate (Diamond Sword)"|"Doom Metal"
"Absolution"|"Stoner"
"Desolation"|"Stoner"
"Hunted"|"Stoner"
"So Pretty So Plastic: Chopped and Screwed - Special Edition"|"Melodic Death Metal"
"Inhaling the Breath of a Bullet"|"Melodic Death Metal"
"Hell to Pay"|"Melodic Death Metal"
"Nothing Less Nothing More"|"Melodic Death Metal"
"Never Good Enough for You"|"Melodic Death Metal"
"Behind the Blackest Tears"|"Metalcore"
"Time Will Fuse It's Worth"|"Psychedelic Sludge Metal"
"To Walk a Middle Course"|"Psychedelic Sludge Metal"
"Static Tensions"|"Psychedelic Sludge Metal"
"Exhausting Fire"|"Psychedelic Sludge Metal"
"Ultraviolet"|"Psychedelic Sludge Metal"
"Spiral Shadow"|"Psychedelic Sludge Metal"
"Blues for the Red Sun"|"Metal"
"Wretch"|"Metal"
"Welcome to Sky Valley"|"Metal"
"...And the Circus Leaves Town"|"Metal"
"Annihilation Principle"|"Thrash Metal"
"Know Your Enemy"|"Thrash Metal"
"No Stranger to Danger"|"Thrash Metal"
"War Metal Battle Master"|"Doom"
"Cannibal Massacre"|"Doom"
"The Ultimate Destroyer"|"Doom"
"Carnage"|"Doom"
"Godslayer"|"Doom"
"Evil Power"|"Doom"
"Sacrament"|"Metalcore"
"As the Palaces Burn"|"Metalcore"
"The Duke - EP"|"Metalcore"
"Resolution"|"Metalcore"
"New American Gospel (Deluxe Version)"|"Metalcore"
"VII: Sturm und Drang (Deluxe Version)"|"Metalcore"
"Ashes of the Wake"|"Metalcore"
"Heavy Crown"|"Hard Rock"
"The Onslaught"|"Groove Metal"
"Black Rivers Flow"|"Groove Metal"
"Street Ready (Live)"|"Power Metal"
"New World Asylum"|"Power Metal"
"Better to Die On Your Feet Than Live On Your Knees"|"Grindcore"
"Burn to My Touch"|"Speed Metal"
"Master Control"|"Speed Metal"
"Ugly"|"Thrash"
"Broken Valley"|"Thrash"
"Soul Searching Sun"|"Thrash"
"A Place Where There's No More Pain"|"Thrash"
"Remains of the Gods"|"Metalcore"
"Stormchaser"|"Metalcore"
"Facing the Thousand"|"Metalcore"
"The Hero Cycle"|"Metalcore"
"The Delores Lesion"|"Gothic Metal"
"Reborn"|"Death Metal"
"The Infinite Order (Deluxe Edition)"|"Death Metal"
"The Hammering Process"|"Death Metal"
"Ghost Thief"|"Death Metal"
"Conceived in Fire"|"Death Metal"
"Living"|"Grindcore"
"Deal with the Devil"|"Power Metal"
"Master of Disguise"|"Power Metal"
"Menace to Society"|"Power Metal"
"Appointment With Death"|"Power Metal"
"Visual Lies (Remastered)"|"Power Metal"
"Love You to Pieces"|"Power Metal"
"The Resickened Orgy"|"Grindcore"
"Surfin' M.O.D."|"Hardcore"
"Rhythm Of Fear"|"Hardcore"
"Gross Misconduct"|"Hardcore"
"U.S.A. For M.O.D."|"Hardcore"
"I'm on My Level (feat. Prince Devolution)"|"Hardcore"
"Impending Ascension"|"Rock"
"Test of Wills"|"Rock"
"Hour of Restoration"|"Rock"
"Symphony for a Misanthrope"|"Rock"
"Hundred Year Flood"|"Rock"
"Impossible Figures"|"Rock"
"Temple of Guilt"|"Doom Metal"
"The Blood Dance"|"Doom Metal"
"Crystal Logic"|"Power Metal"
"The Deluge (Remastered - Ultimate Edition)"|"Power Metal"
"The Blessed Curse / After the Muse"|"Power Metal"
"Mystification (Remastered - Ultimate Edition)"|"Power Metal"
"Open the Gates (Remastered - Ultimate Edition)"|"Power Metal"
"To Kill a King"|"Power Metal"
"Out of the Abyss (30th Anniversary Edition)"|"Power Metal"
"The Triumph of Steel"|"Power Metal"
"Kings of Metal"|"Power Metal"
"Louder Than Hell"|"Power Metal"
"Thunder In the Sky (Deluxe Edition)"|"Power Metal"
"Warriors of the World (10th Anniversary Remastered Edition)"|"Power Metal"
"Hell On Wheels Live"|"Power Metal"
"Battle Hymns"|"Power Metal"
"The Sons of Odin"|"Power Metal"
"Gods of War"|"Power Metal"
"The Lord of Steel (Hammer Edition)"|"Power Metal"
"Into Glory Ride (Silver Edition)"|"Power Metal"
"Hail to England (Silver Edition)"|"Power Metal"
"Fighting the World"|"Power Metal"
"Sign of the Hammer"|"Power Metal"
"Remain Dystopian"|"Brutal Death Metal"
"Forward Into Regression"|"Brutal Death Metal"
"Blood Mountain (Deluxe Version)"|"Sludge Metal"
"Call of the Mastodon"|"Sludge Metal"
"Remission"|"Sludge Metal"
"Emperor of Sand"|"Sludge Metal"
"The Hunter (Deluxe Version)"|"Sludge Metal"
"Leviathan"|"Sludge Metal"
"Crack the Skye (Deluxe Version)"|"Sludge Metal"
"Cold Dark Place - EP"|"Sludge Metal"
"Once More 'Round the Sun"|"Sludge Metal"
"Revered Unto the Ages (Remastered Edition)"|"Doom"
"Black Apples"|"Doom"
"Crass Cleansing"|"Doom Metal"
"The Craving (Remastered)"|"Thrash Metal"
"Empyrean"|"Industrial Death Metal"
"Conqueror"|"Industrial Death Metal"
"Tyrannical Resurrection"|"Industrial Death Metal"
"As Embers Turn to Dust"|"Industrial Death Metal"
"Telesterion"|"Industrial Death Metal"
"Xenon"|"Industrial Death Metal"
"Progenitor"|"Industrial Death Metal"
"Acheron"|"Industrial Death Metal"
"Peace Sells"|"Thrash Metal"
"Rust In Peace (Remastered)"|"Thrash Metal"
"Youthanasia (Remastered)"|"Thrash Metal"
"Dystopia (Bonus Track Version)"|"Thrash Metal"
"Killing Is My Business... And Business Is Good!"|"Thrash Metal"
"Cryptic Writings (Remastered)"|"Thrash Metal"
"The World Needs a Hero"|"Thrash Metal"
"United Abominations"|"Thrash Metal"
"Endgame"|"Thrash Metal"
"TH1RT3EN"|"Thrash Metal"
"So Far, So Good... So What! (Remastered)"|"Thrash Metal"
"Countdown to Extinction (Remastered)"|"Thrash Metal"
"The System Has Failed"|"Thrash Metal"
"Super Collider"|"Thrash Metal"
"Risk (Remastered)"|"Thrash Metal"
"Hidden Treasures"|"Thrash Metal"
"Dead To the World"|"Thrash Metal"
"Masquerade"|"Thrash Metal"
"Death Valley Dreams"|"Thrash Metal"
"Idol Hands"|"Thrash Metal"
"Warrior"|"Thrash Metal"
"Kill to Survive"|"Thrash Metal"
"Allegiance"|"Groove Metal"
"Generation Nothing"|"Power"
"The Human Factor"|"Power"
"Hanging In the Balance"|"Power"
"The Weight of the World"|"Power"
"XI"|"Power"
"Blessing In Disguise"|"Power"
"The Dark"|"Power"
"Metallica"|"Heavy"
"Garage Inc."|"Heavy"
"Death Magnetic"|"Heavy"
"...And Justice for All (Remastered)"|"Heavy"
"Hardwired"|"Heavy"
"Kill 'Em All (Remastered)"|"Heavy"
"Master of Puppets (Remastered)"|"Heavy"
"Lulu"|"Heavy"
"St. Anger"|"Heavy"
"Beyond Magnetic - EP"|"Heavy"
"Load"|"Heavy"
"Ride the Lightning (Remastered)"|"Heavy"
"Soul"|"Death Metal"
"Dawning"|"Death Metal"
"Rio Grande Blood"|"Electronic"
"Just One Fix"|"Electronic"
"Psalm 69"|"Electronic"
"Houses of the Mol‚"|"Electronic"
"Filth Pig"|"Electronic"
"From Beer to Eternity"|"Electronic"
"Dark Side of the Spoon"|"Electronic"
"Twitch"|"Electronic"
"The Mind Is a Terrible Thing to Taste"|"Electronic"
"Animositisomina"|"Electronic"
"In Case You Didn't Feel Like Showing Up (Live)"|"Electronic"
"The Last Sucker"|"Electronic"
"Amerikkkant"|"Electronic"
"The Land of Rape and Honey"|"Electronic"
"Relapse (Deluxe Edition)"|"Electronic"
"Out of a Center Which Is Neither Dead nor Alive"|"Post-Metal"
"The Ritual Fires of Abandonment"|"Post-Metal"
"With Echoes In the Movement of Stone"|"Post-Metal"
"The Crash and the Draw"|"Post-Metal"
"Lamentation"|"Deathcore"
"In Disgust We Trust"|"Speed Metal"
"Glory Bitches of Doghead"|"Speed Metal"
"Muerte de Cristo en Golgota"|"Death Metal"
"Among Majestic Ruin - EP"|"Doom Metal"
"Solinari"|"Doom Metal"
"Loda Adonai (feat. Davide Tatriele, Giorgio Ammirabile & Lidia Genta)"|"Death Metal"
"Sunrise Over a Sea of Blood"|"Metalcore"
"A Call to the Martyrs"|"Metalcore"
"Erasing the Goblin"|"Thrash Metal"
"The Evil Addiction Destroying Machine"|"Thrash Metal"
"Post Momentary Affliction"|"Thrash Metal"
"Realm of the Skelataur"|"Thrash Metal"
"10 Years Live Not Dead"|"Thrash Metal"
"Scrolls Of The Megilloth"|"Thrash Metal"
"Live Planetarium"|"Thrash Metal"
"Primitive Rhythm Machine"|"Thrash Metal"
"Live Without Fear"|"Thrash Metal"
"Hammer of God"|"Thrash Metal"
"Break The Curse"|"Thrash Metal"
"Blood World"|"Thrash Metal"
"Brain Cleaner"|"Thrash Metal"
"Relentless"|"Thrash Metal"
"Mortuus Machina"|"Grindcore"
"Grape of the Vine"|"Grindcore"
"Gift Horse"|"Sludge Metal"
"Manifest - EP"|"Metalcore"
"Disco Volante"|"Fusion"
"California"|"Fusion"
"Maintain Radio Silence"|"Rock"
"NOW"|"Thrash Metal"
"Lemonade"|"Thrash Metal"
"Five Guys in a Really Hot Garage / Straight Outta Jersey"|"Thrash Metal"
"A Boy In a Man's World"|"Thrash Metal"
"Waste 'em All"|"Crossover"
"Slime and Punishment"|"Crossover"
"The Fatal Feast"|"Crossover"
"Massive Aggressive"|"Crossover"
"Hazardous Mutation"|"Crossover"
"The Art of Partying"|"Crossover"
"Mutiny Within"|"Metalcore"
"Mutiny Within 2 - Synchronicity"|"Metalcore"
"Invoked With Passion and Pain"|"Gothic Metal"
"The World We Left Behind"|"Psychedelic Black Metal"
"Silencing Machine"|"Psychedelic Black Metal"
"Dreamcrusher"|"Thrash"
"World Domination (Finnish Version)"|"Thrash"
"Aggression"|"Heavy Metal"
"Shokka"|"Heavy Metal"
"Menace"|"Heavy Metal"
"Give a Shit"|"Heavy Metal"
"Declaring War - Redux"|"Heavy Metal"
"Nasty Love"|"Heavy Metal"
"Indulgence / Abstract Reality"|"Speed"
"Penetration Point"|"Speed"
"Ruin"|"Doom Metal"
"Ice Fields of Hyperion"|"Thrash Metal"
"Holocausto de la Morte - EP"|"Thrash Metal"
"The Divine Art of Torture"|"Thrash Metal"
"Whiteworm Cathedral"|"Thrash Metal"
"Season of the Dead"|"Thrash Metal"
"Deathtrip 69"|"Thrash Metal"
"Black Blood Vomitorium - EP"|"Thrash Metal"
"Cannibal Holocaust - EP"|"Thrash Metal"
"Power - EP"|"Folk Metal"
"Stench"|"Folk Metal"
"Heavy Meta"|"Folk Metal"
"Goblin Island"|"Folk Metal"
"Welcome to Bonkers"|"Folk Metal"
"Metal - EP"|"Thrash Metal"
"Ultimatum"|"Doom Metal"
"Ramses Bringer of War"|"Technical Death Metal"
"Amongst the Catacombs of Nephren-Ka"|"Technical Death Metal"
"Annihilation of the Wicked"|"Technical Death Metal"
"Worship the Animal"|"Technical Death Metal"
"Ithyphallic"|"Technical Death Metal"
"Black Seeds of Vengeance"|"Technical Death Metal"
"At the Gate of Sethu"|"Technical Death Metal"
"Those Whom the Gods Detest"|"Technical Death Metal"
"In Their Darkened Shrines"|"Technical Death Metal"
"What Should Not Be Unearthed"|"Technical Death Metal"
"Vile Nilotic Rites"|"Technical Death Metal"
"Godless and Without Fear"|"Deathcore"
"Population Control"|"Hardcore"
"Eternal Misery"|"Hardcore"
"The Years To Come"|"Metalcore"
"Defined By Struggle"|"Metalcore"
"Lost Senses, More Innocence"|"Metalcore"
"Nodes Of Ranvier"|"Metalcore"
"Agony Defined"|"Thrash Metal"
"Consumed - EP"|"Thrash Metal"
"Blossoming Decay"|"Thrash Metal"
"Dark Cold Grim"|"Neoclassical Death Metal"
"Hamartia"|"Doom Metal"
"Amid Its Hallowed Mirth"|"Doom Metal"
"The Novella Reservoir"|"Doom Metal"
"Into Night's Requiem Infernal"|"Doom Metal"
"Of Sculptured Ivy and Stone Flowers"|"Doom Metal"
"Aphotic"|"Doom Metal"
"The Pale Haunt Departure"|"Doom Metal"
"The Knowing"|"Doom Metal"
"Bled White"|"Doom Metal"
"For Every Leaf That Falls"|"Doom Metal"
"To Welcome the Fade"|"Doom Metal"
"Chaotic Cycles"|"Death Metal"
"Ritually Abused"|"Thrash Metal"
"From a Whisper"|"Folk"
"In Pieces"|"Folk"
"The Void"|"Folk"
"Aria of Vernal Tombs"|"Melodic Black Metal"
"No Motivation to Live"|"Hardcore"
"The Ape of God I"|"Noise"
"The Ape of God I"|"Noise"
"Seminar IX: Darkness of Being"|"Noise"
"God Is Good"|"Doom Metal"
"Variations On a Theme"|"Doom Metal"
"Pilgrimage"|"Doom Metal"
"Visions of Hell"|"Thrash Metal"
"Moving Units"|"Metalcore"
"Paint the Town"|"Metalcore"
"Prone Mortal Form / Innocents"|"Hardcore"
"Prone Mortal Form / Innocents"|"Hardcore"
"Reawaken"|"Power Metal"
"Evermoving"|"Power Metal"
"Indicator"|"Metalcore"
"This World Is Not My Home"|"Metalcore"
"The War Within Us"|"Metalcore"
"An Examination Of Being"|"Death Metal"
"Orphonic Orchestra"|"Power Metal"
"Office of Strategic Influence"|"Rock"
"Blood"|"Rock"
"Free (Deluxe Edition)"|"Rock"
"Fire Make Thunder"|"Rock"
"Crushing the American Christ"|"Thrash Metal"
"Habitual Linestepper - EP"|"Groove Metal"
"Panopticon - Roads to the North"|"Folk Metal"
"Kentucky"|"Folk Metal"
"Social Disservices"|"Folk Metal"
"Panopticon"|"Folk Metal"
"The Great Southern Trendkill"|"Heavy Metal"
"Cowboys from Hell"|"Heavy Metal"
"Far Beyond Driven"|"Heavy Metal"
"Reinventing the Steel"|"Heavy Metal"
"Vulgar Display of Power"|"Heavy Metal"
"Official Live: 101 Proof"|"Heavy Metal"
"I Am the Night"|"Heavy Metal"
"Riot Squad"|"Black Metal"
"Electrify"|"Black Metal"
"Tales of the Weird"|"Black Metal"
"Collision Course - Paradox II"|"Black Metal"
"Alice in Wonderland"|"Crossover"
"Visions"|"Crossover"
"Legacy of the Ancients"|"Grindcore"
"Incisions of Perverse Debauchery"|"Grindcore"
"The Time of Great Purification"|"Grindcore"
"Awaken to the Suffering"|"Grindcore"
"Age of Onset"|"Grindcore"
"Lords of Rephaim"|"Grindcore"
"Surgically Hacked"|"Grindcore"
"Hoverface"|"Thrash Metal"
"Uni Versus Universe"|"Thrash Metal"
"Thy Murderous - Single"|"Groove Metal"
"This Wretched World - EP"|"Ambient"
"Bury the Light"|"Doom Metal"
"Be Gone"|"Doom Metal"
"The Longest Night"|"Doom Metal"
"After the Fire"|"Doom Metal"
"Walk Through Exits Only"|"Sludge Metal"
"Choosing Mental Illness"|"Sludge Metal"
"Harmonic"|"Progressive Rock"
"Despair"|"Death Metal"
"Depression (Remaster)"|"Speed Metal"
"Nothing Lasts Forever (Remastered)"|"Speed Metal"
"Behind My Mask (Remaster)"|"Speed Metal"
"Portal (Demo)"|"Metal"
"Beyond the Gates"|"Thrash Metal"
"The Eyes of Horror - EP"|"Thrash Metal"
"Seven Churches"|"Thrash Metal"
"Revelations of Oblivion"|"Thrash Metal"
"Absolute Power"|"Thrash Metal"
"Infinite"|"Thrash Metal"
"The Madness Begins... - EP"|"Thrash Metal"
"Caustic"|"Doom Metal"
"Scorn (Deluxe Version)"|"Doom Metal"
"P / / M"|"Doom Metal"
"Home Is Where the Hatred Is"|"Doom Metal"
"Probot"|"Stoner"
"Buried in Violence"|"Thrash Metal"
"Cleansing"|"Thrash Metal"
"Beg to Differ"|"Thrash Metal"
"Prove You Wrong"|"Thrash Metal"
"Carved Into Stone"|"Thrash Metal"
"Scorpio Rising"|"Thrash Metal"
"X - No Absolutes"|"Thrash Metal"
"Ruining Lives"|"Thrash Metal"
"Funerary"|"Crossover"
"Martyr Immortal"|"Crossover"
"Feast of Iniquity"|"Groove Metal"
"Unholy Requiem"|"Groove Metal"
"Sermon of Mockery (Extended Edition)"|"Groove Metal"
"When the Mirror Cracks"|"Hard Rock"
"Steel the Light"|"Hard Rock"
"Alive and Well"|"Heavy Metal"
"Metal Health (Bonus Track Version)"|"Heavy Metal"
"Condition Critical"|"Heavy Metal"
"Road Rage"|"Heavy Metal"
"QR III"|"Heavy Metal"
"Technical Difficulties"|"Shred"
"Street Lethal (feat. Paul Gilbert)"|"Shred"
"Second Heat"|"Shred"
"Extreme Volume (Live)"|"Shred"
"Getting Heavier"|"Shred"
"Superheroes"|"Shred"
"Requiem for the Innocent"|"Power Metal"
"Doomed to Destroy, Destined to Die"|"Crossover"
"No Epitaphs"|"Crossover"
"Enders Door"|"Black Metal"
"Fortifications of the Pale Architect"|"Doom Metal"
"Blue Flame Cavalry"|"Doom Metal"
"Summon the Stone Throwers"|"Doom Metal"
"Behind Enemy Lines (Remastered)"|"Progressive Metal"
"Only Ghosts (Deluxe Version)"|"Rock"
"Murder the Mountains (Deluxe Version)"|"Rock"
"Red Fang"|"Rock"
"Whales and Leeches (Deluxe Version)"|"Rock"
"Horrified"|"Doom Metal"
"Existence Is Futile (Bonus Track Version)"|"Thrash Metal"
"The Outer Ones"|"Thrash Metal"
"Great Is Our Sin"|"Thrash Metal"
"Scion AV Presents - Teratogenesis - EP"|"Thrash Metal"
"Deathless"|"Thrash Metal"
"Empire of the Obscene (Deluxe Version)"|"Thrash Metal"
"Chaos of Forms (Deluxe Version)"|"Thrash Metal"
"Apocalypsis Damnare"|"Death Metal"
"Principia Sardonica"|"Death Metal"
"Risus Ex Mortuus"|"Death Metal"
"Ego Diligio Vos"|"Death Metal"
"Vallis Ex Umbra de Mortuus"|"Death Metal"
"Battle of Leningrad"|"Power Metal"
"Lapse of Reality"|"Power Metal"
"Birth Is Pain"|"Hardcore"
"Justice Replaced By Revenge"|"Hardcore"
"Scars"|"Hardcore"
"Hammer of the Witch (Deluxe Version)"|"Hardcore"
"The Ninth Circle"|"Hardcore"
"The Promise"|"Hardcore"
"Snake Church (Deluxe Version)"|"Hardcore"
"Born In America"|"Power"
"Angel Eyes (Live)"|"Power"
"Sons of Society (Bonus Edition)"|"Power"
"Shine On (Bonus Edition) [Live]"|"Power"
"Through the Storm (Bonus Edition)"|"Power"
"Restless Breed"|"Power"
"Rock City"|"Power"
"Unleash the Fire"|"Power"
"Narita"|"Power"
"Army of One (Bonus Edition)"|"Power"
"The Brethren of the Long House"|"Power"
"Nightbreaker"|"Power"
"The Privilege of Power"|"Power"
"Fire Down Under"|"Power"
"Thundersteel"|"Power"
"Inishmore (Bonus Edition)"|"Power"
"...And the Dead Shall Rise"|"Speed Metal"
"Dreaming With the Dead"|"Thrash Metal"
"Rage of Creation"|"Power Metal"
"Garden of Chaos"|"Power Metal"
"Eyes of Eternity"|"Power Metal"
"Holy Hell"|"Power Metal"
"Voices of Omens"|"Doom Metal"
"Rest"|"Doom Metal"
"If You Walk Before You Crawl You Crawl Before You Die"|"Doom Metal"
"Swallowed in Black"|"Thrash Metal"
"A Vision of Misery"|"Thrash Metal"
"Illusions"|"Thrash Metal"
"Out for Blood"|"Thrash Metal"
"Elements of Anger"|"Thrash Metal"
"The Perfect Life"|"Hard Rock"
"Warriors of the Son (The Originals - One) - EP"|"Hard Rock"
"Too Late for Living (The Originals - Three)"|"Hard Rock"
"Desperate Night"|"Hard Rock"
"Hell Blade"|"Hard Rock"
"The Calf"|"Hard Rock"
"Broad Is the Gate"|"Hard Rock"
"Time's End (The Originals: Two)"|"Hard Rock"
"Crime Scene Earth"|"Hard Rock"
"Terminal"|"Doom Metal"
"Salom‚ -Salom‚- (feat. Orquesta de C¢rdoba & Coro Ziryab)"|"Doom Metal"
"Kill the Crown"|"Deathcore"
"Carnal Repercussions"|"Deathcore"
"Ares"|"Deathcore"
"Reverence to Stone"|"Doom Metal with Crust influences"
"Life's Trade"|"Doom Metal with Crust influences"
"Black Reign"|"Progressive"
"Road to Bloodshed"|"Power Metal"
"Rebel of Reason"|"Speed Metal"
"Majestic Serenity (Expanded Edition)"|"Speed Metal"
"Virgin Sails"|"Death Metal"
"Burning the Born Again"|"Death Metal"
"By the Hands of the Devil"|"Death Metal"
"Great American Scapegoat 666"|"Death Metal"
"Metal from Hell"|"Death Metal"
"Pre-Dating God, Pt. 2"|"Death Metal"
"Pre-Dating God, Pt. 1"|"Death Metal"
"Creation of Failure"|"Death Metal"
"...Of the Dead"|"Death Metal"
"Dead Winter Dead"|"Power Metal"
"Handful of Rain"|"Power Metal"
"The Dungeons Are Calling - EP"|"Power Metal"
"Gutter Ballet"|"Power Metal"
"Edge of Thorns"|"Power Metal"
"Sirens"|"Power Metal"
"Hall of the Mountain King"|"Power Metal"
"Streets: A Rock Opera"|"Power Metal"
"Believe"|"Power Metal"
"Fight For the Rock"|"Power Metal"
"The Wake of Magellan"|"Power Metal"
"Power of the Night"|"Power Metal"
"Inscribe"|"Grindcore"
"Here Comes Trouble"|"Thrash Metal"
"New Hampshire"|"Stoner Metal"
"Mantrapping for Sport and Profit"|"Stoner Metal"
"Jaggernaut"|"Stoner Metal"
"Guaranteed Kill"|"Stoner Metal"
"The Spear of the Lily Is Aureoled"|"Melodic Death Metal"
"Apollo Ends"|"Melodic Death Metal"
"Sleaze Freak"|"Crossover"
"The Devil Made Me Do It 2"|"Crossover"
"What Have We Become"|"Heavy Metal"
"The Equal Spirit"|"Crust"
"Brothers of the Night"|"Thrash Metal"
"The Fire Is Mine"|"Thrash Metal"
"Decennium"|"Thrash Metal"
"City of Lost Souls"|"Power Metal"
"Rebirth"|"Power Metal"
"Call Upon the Wicked"|"Power Metal"
"Passage to the Other Side"|"Power Metal"
"Second War In Heaven"|"Power Metal"
"Xiled To Infinity and One"|"Power Metal"
"Year of the Witch"|"Power Metal"
"Heaven Is Gone"|"Rock"
"Premature Burial"|"Groove Metal"
"Melancholy"|"Deathcore"
"Reclaimer"|"Deathcore"
"Primordial"|"Deathcore"
"The War Within"|"Metalcore"
